run,position,methylated,unmethylated,pct_meth,coverage,context,sample,treatment
SRR6995998,50,1621,186194,0.86,187815,CHG,NB6,control
SRR6995998,51,1524,185242,0.82,186766,CHG,NB6,control
SRR6995998,52,1607,182191,0.87,183798,CHG,NB6,control
SRR6995998,53,1562,184536,0.84,186098,CHG,NB6,control
SRR6995998,54,1506,183335,0.81,184841,CHG,NB6,control
SRR6995998,55,1577,181751,0.86,183328,CHG,NB6,control
SRR6995998,56,1591,184280,0.86,185871,CHG,NB6,control
SRR6995998,57,1527,181211,0.84,182738,CHG,NB6,control
SRR6995998,58,1480,178073,0.82,179553,CHG,NB6,control
SRR6995998,59,1645,181923,0.9,183568,CHG,NB6,control
SRR6995998,60,1627,179817,0.9,181444,CHG,NB6,control
SRR6995998,61,1579,178159,0.88,179738,CHG,NB6,control
SRR6995998,62,1665,180541,0.91,182206,CHG,NB6,control
SRR6995998,63,1670,179538,0.92,181208,CHG,NB6,control
SRR6995998,64,1592,178494,0.88,180086,CHG,NB6,control
SRR6995998,65,1659,178792,0.92,180451,CHG,NB6,control
SRR6995998,66,1632,178754,0.9,180386,CHG,NB6,control
SRR6995998,67,1658,175761,0.93,177419,CHG,NB6,control
SRR6995998,68,1636,175250,0.92,176886,CHG,NB6,control
SRR6995998,69,1619,173306,0.93,174925,CHG,NB6,control
SRR6995998,70,1665,172794,0.95,174459,CHG,NB6,control
SRR6995998,71,1685,174458,0.96,176143,CHG,NB6,control
SRR6995998,72,1636,172832,0.94,174468,CHG,NB6,control
SRR6995998,73,1616,170662,0.94,172278,CHG,NB6,control
SRR6995998,74,1712,173256,0.98,174968,CHG,NB6,control
SRR6995998,75,1630,171854,0.94,173484,CHG,NB6,control
SRR6995998,76,1705,167881,1.01,169586,CHG,NB6,control
SRR6995998,77,1716,167601,1.01,169317,CHG,NB6,control
SRR6995998,78,1619,166140,0.97,167759,CHG,NB6,control
SRR6995998,79,1778,162882,1.08,164660,CHG,NB6,control
SRR6995998,80,1811,163528,1.1,165339,CHG,NB6,control
SRR6995998,81,1722,162218,1.05,163940,CHG,NB6,control
SRR6995998,82,1760,160908,1.08,162668,CHG,NB6,control
SRR6995998,83,1728,161065,1.06,162793,CHG,NB6,control
SRR6995998,84,1569,158107,0.98,159676,CHG,NB6,control
SRR6995998,85,1741,155066,1.11,156807,CHG,NB6,control
SRR6995998,86,1709,155383,1.09,157092,CHG,NB6,control
SRR6995998,87,1670,150935,1.09,152605,CHG,NB6,control
SRR6995998,88,1543,142771,1.07,144314,CHG,NB6,control
SRR6995998,89,384,38950,0.98,39334,CHG,NB6,control
SRR6995998,1,6716,432702,1.53,439418,CHH,NB6,control
SRR6995998,2,6713,425834,1.55,432547,CHH,NB6,control
SRR6995998,3,5410,437427,1.22,442837,CHH,NB6,control
SRR6995998,4,7201,429299,1.65,436500,CHH,NB6,control
SRR6995998,5,7469,439666,1.67,447135,CHH,NB6,control
SRR6995998,6,6853,444775,1.52,451628,CHH,NB6,control
SRR6995998,7,5865,459733,1.26,465598,CHH,NB6,control
SRR6995998,8,5113,438741,1.15,443854,CHH,NB6,control
SRR6995998,9,8896,438448,1.99,447344,CHH,NB6,control
SRR6995998,10,8516,434670,1.92,443186,CHH,NB6,control
SRR6995998,11,17472,429159,3.91,446631,CHH,NB6,control
SRR6995998,12,3436,440672,0.77,444108,CHH,NB6,control
SRR6995998,13,3220,439534,0.73,442754,CHH,NB6,control
SRR6995998,14,3019,427674,0.7,430693,CHH,NB6,control
SRR6995998,15,3226,430371,0.74,433597,CHH,NB6,control
SRR6995998,16,3157,430591,0.73,433748,CHH,NB6,control
SRR6995998,17,3124,426105,0.73,429229,CHH,NB6,control
SRR6995998,18,3049,441886,0.69,444935,CHH,NB6,control
SRR6995998,19,3623,424565,0.85,428188,CHH,NB6,control
SRR6995998,20,2993,421047,0.71,424040,CHH,NB6,control
SRR6995998,21,3144,423250,0.74,426394,CHH,NB6,control
SRR6995998,22,3316,428726,0.77,432042,CHH,NB6,control
SRR6995998,23,2899,430674,0.67,433573,CHH,NB6,control
SRR6995998,24,3135,437221,0.71,440356,CHH,NB6,control
SRR6995998,25,3000,437854,0.68,440854,CHH,NB6,control
SRR6995998,26,3195,430859,0.74,434054,CHH,NB6,control
SRR6995998,27,4254,430664,0.98,434918,CHH,NB6,control
SRR6995998,28,3152,431480,0.73,434632,CHH,NB6,control
SRR6995998,29,3127,425835,0.73,428962,CHH,NB6,control
SRR6995998,30,2884,422851,0.68,425735,CHH,NB6,control
SRR6995998,31,3083,423436,0.72,426519,CHH,NB6,control
SRR6995998,32,2851,420922,0.67,423773,CHH,NB6,control
SRR6995998,33,2930,423205,0.69,426135,CHH,NB6,control
SRR6995998,34,3004,425631,0.7,428635,CHH,NB6,control
SRR6995998,35,3242,419983,0.77,423225,CHH,NB6,control
SRR6995998,36,2889,420771,0.68,423660,CHH,NB6,control
SRR6995998,37,3016,416366,0.72,419382,CHH,NB6,control
SRR6995998,38,2970,413049,0.71,416019,CHH,NB6,control
SRR6995998,39,3098,422368,0.73,425466,CHH,NB6,control
SRR6995998,40,3001,426029,0.7,429030,CHH,NB6,control
SRR6995998,41,2959,423744,0.69,426703,CHH,NB6,control
SRR6995998,42,3061,427474,0.71,430535,CHH,NB6,control
SRR6995998,43,3016,428545,0.7,431561,CHH,NB6,control
SRR6995998,44,3029,421576,0.71,424605,CHH,NB6,control
SRR6995998,45,2950,420184,0.7,423134,CHH,NB6,control
SRR6995998,46,3145,419110,0.74,422255,CHH,NB6,control
SRR6995998,47,3045,411159,0.74,414204,CHH,NB6,control
SRR6995998,48,3197,417927,0.76,421124,CHH,NB6,control
SRR6995998,49,3325,417533,0.79,420858,CHH,NB6,control
SRR6995998,50,3176,414025,0.76,417201,CHH,NB6,control
SRR6995998,51,3208,422446,0.75,425654,CHH,NB6,control
SRR6995998,52,3529,418298,0.84,421827,CHH,NB6,control
SRR6995998,53,3352,413929,0.8,417281,CHH,NB6,control
SRR6995998,54,3324,420154,0.78,423478,CHH,NB6,control
SRR6995998,55,3348,415717,0.8,419065,CHH,NB6,control
SRR6995998,56,3489,411599,0.84,415088,CHH,NB6,control
SRR6995998,57,3447,416232,0.82,419679,CHH,NB6,control
SRR6995998,58,3584,417239,0.85,420823,CHH,NB6,control
SRR6995998,59,3716,414990,0.89,418706,CHH,NB6,control
SRR6995998,60,3640,417248,0.86,420888,CHH,NB6,control
SRR6995998,61,3711,418048,0.88,421759,CHH,NB6,control
SRR6995998,62,3794,412707,0.91,416501,CHH,NB6,control
SRR6995998,63,3817,411064,0.92,414881,CHH,NB6,control
SRR6995998,64,3846,409816,0.93,413662,CHH,NB6,control
SRR6995998,65,3878,407914,0.94,411792,CHH,NB6,control
SRR6995998,66,3916,408541,0.95,412457,CHH,NB6,control
SRR6995998,67,4043,408107,0.98,412150,CHH,NB6,control
SRR6995998,68,3964,403374,0.97,407338,CHH,NB6,control
SRR6995998,69,4013,402807,0.99,406820,CHH,NB6,control
SRR6995998,70,4119,406695,1,410814,CHH,NB6,control
SRR6995998,71,4186,401767,1.03,405953,CHH,NB6,control
SRR6995998,72,4123,403119,1.01,407242,CHH,NB6,control
SRR6995998,73,4238,404423,1.04,408661,CHH,NB6,control
SRR6995998,74,4341,398739,1.08,403080,CHH,NB6,control
SRR6995998,75,4364,400070,1.08,404434,CHH,NB6,control
SRR6995998,76,4369,399740,1.08,404109,CHH,NB6,control
SRR6995998,77,4246,395533,1.06,399779,CHH,NB6,control
SRR6995998,78,4274,393991,1.07,398265,CHH,NB6,control
SRR6995998,79,4308,389279,1.09,393587,CHH,NB6,control
SRR6995998,80,4309,382560,1.11,386869,CHH,NB6,control
SRR6995998,81,4380,382186,1.13,386566,CHH,NB6,control
SRR6995998,82,4428,379499,1.15,383927,CHH,NB6,control
SRR6995998,83,4305,374406,1.14,378711,CHH,NB6,control
SRR6995998,84,4457,374982,1.17,379439,CHH,NB6,control
SRR6995998,85,4370,373205,1.16,377575,CHH,NB6,control
SRR6995998,86,4446,367577,1.2,372023,CHH,NB6,control
SRR6995998,87,4282,363832,1.16,368114,CHH,NB6,control
SRR6995998,88,3867,350166,1.09,354033,CHH,NB6,control
SRR6995998,89,1509,99147,1.5,100656,CHH,NB6,control
